CrashID,CrashAlcoh,CrashDay,CrashGrp,CrashHour,CrashLoc,CrashMonth,CrashSevr,CrashType,CrashYear,City,County,HitRun
103502400,No,Friday,Motorist Overtaking Bicyclist,5,Intersection,July,B: Suspected Minor Injury,Motorist Overtaking - Other / Unknown,2012,None - Rural Crash,Mecklenburg,No
103502461,No,Friday,Motorist Overtaking Bicyclist,8,Non-Intersection,June,K: Killed,Motorist Overtaking - Other / Unknown,2012,None - Rural Crash,Stokes,No
103502884,No,Thursday,Motorist Failed to Yield - Midblock,11,Non-Intersection,June,C: Possible Injury,Motorist Drive Out - Commercial Driveway / Alley,2012,Kitty Hawk,Dare,No
103503047,Yes,Friday,Motorist Failed to Yield - Midblock,20,Non-Intersection,July,B: Suspected Minor Injury,Motorist Drive Out - Commercial Driveway / Alley,2012,Apex,Wake,No
103503237,No,Tuesday,Motorist Failed to Yield - Midblock,14,Non-Intersection,July,C: Possible Injury,Motorist Drive Out - Commercial Driveway / Alley,2012,Gastonia,Gaston,Yes
103503335,No,Thursday,Crossing Paths - Other Circumstances,17,Intersection,July,C: Possible Injury,Signalized Intersection - Other / Unknown,2012,Gastonia,Gaston,No
103503482,No,Monday,Motorist Overtaking Bicyclist,8,Non-Intersection,July,C: Possible Injury,Motorist Overtaking - Other / Unknown,2012,None - Rural Crash,Alleghany,No
103503742,Yes,Monday,Motorist Overtaking Bicyclist,20,Intersection-Related,July,B: Suspected Minor Injury,Motorist Overtaking - Bicyclist Swerved,2012,Tobaccoville,Forsyth,No
103503885,No,Monday,Bicyclist Failed to Yield - Midblock,17,Non-Intersection,June,C: Possible Injury,Bicyclist Ride Out - Other Midblock,2012,Henderson,Vance,No
103503952,No,Monday,Crossing Paths - Other Circumstances,22,Intersection,July,B: Suspected Minor Injury,Signalized Intersection - Other / Unknown,2012,Greenville,Pitt,No
103503973,No,Tuesday,Motorist Failed to Yield - Midblock,17,Non-Intersection,July,B: Suspected Minor Injury,Motorist Drive Out - Commercial Driveway / Alley,2012,Mooresville,Iredell,No
103504011,No,Friday,Motorist Failed to Yield - Signalized Intersection,12,Intersection,June,B: Suspected Minor Injury,Motorist Drive Out - Right Turn on Red,2012,Nags Head,Dare,No
103504203,No,Tuesday,Motorist Left Turn / Merge,7,Intersection,July,B: Suspected Minor Injury,Motorist Left Turn - Opposite Direction,2012,Pine Knoll Shores,Carteret,No
103504394,No,Thursday,Bicyclist Failed to Yield - Sign-Controlled Intersection,20,Intersection,July,B: Suspected Minor Injury,Bicyclist Ride Out - Sign-Controlled Intersection,2012,Goldsboro,Wayne,No
103504427,No,Sunday,Motorist Failed to Yield - Sign-Controlled Intersection,6,Intersection,July,B: Suspected Minor Injury,Motorist Drive Out - Sign-Controlled Intersection,2012,Wilmington,New Hanover,No
103504772,No,Tuesday,Motorist Failed to Yield - Midblock,18,Non-Intersection,July,B: Suspected Minor Injury,Motorist Drive Out - Residential Driveway,2012,Midland,Cabarrus,No
103504808,No,Tuesday,Motorist Overtaking Bicyclist,20,Non-Intersection,July,B: Suspected Minor Injury,Motorist Overtaking - Other / Unknown,2012,Weddington,Union,No
103504874,No,Tuesday,Motorist Overtaking Bicyclist,18,Non-Intersection,July,C: Possible Injury,Motorist Overtaking - Bicyclist Swerved,2012,Cherokee Reservation,Swain,No
103505473,No,Friday,Parallel Paths - Other Circumstances,2,Non-Intersection,July,B: Suspected Minor Injury,Parallel Paths - Other / Unknown,2012,None - Rural Crash,Cumberland,Yes
103505782,No,Wednesday,Crossing Paths - Other Circumstances,18,Intersection,July,B: Suspected Minor Injury,Signalized Intersection - Other / Unknown,2012,Durham,Durham,No
103505865,No,Friday,Non-Roadway,20,Non-Roadway,July,C: Possible Injury,Non-Roadway,2012,Greenville,Pitt,Yes
103506069,No,Wednesday,Crossing Paths - Other Circumstances,13,Intersection,March,O: No Injury,Crossing Paths - Uncontrolled Intersection,2012,Charlotte,Mecklenburg,Yes
103506072,No,Thursday,Bicyclist Failed to Yield - Midblock,14,Non-Intersection,July,C: Possible Injury,Bicyclist Ride Out - Other Midblock,2012,Charlotte,Mecklenburg,Yes
103506074,No,Thursday,Crossing Paths - Other Circumstances,12,Intersection,June,C: Possible Injury,Crossing Paths - Intersection - Other / Unknown,2012,Charlotte,Mecklenburg,No
103506299,No,Tuesday,Motorist Left Turn / Merge,17,Intersection,July,B: Suspected Minor Injury,Motorist Left Turn - Opposite Direction,2012,Chapel Hill,Orange,No
103506307,No,Wednesday,Motorist Failed to Yield - Signalized Intersection,17,Intersection,May,C: Possible Injury,Motorist Drive Out - Signalized Intersection,2012,Charlotte,Mecklenburg,No
103506309,No,Tuesday,Crossing Paths - Other Circumstances,14,Intersection,July,C: Possible Injury,Sign-Controlled Intersection - Other / Unknown,2012,Charlotte,Mecklenburg,No
103506417,No,Wednesday,Bicyclist Failed to Yield - Signalized Intersection,14,Intersection,July,A: Suspected Serious Injury,Bicyclist Ride Through - Signalized Intersection,2012,None - Rural Crash,Carteret,No
103506732,No,Sunday,Backing Vehicle,21,Non-Intersection,June,C: Possible Injury,Backing Vehicle,2012,Ayden,Pitt,No
103506817,No,Sunday,Bicyclist Failed to Yield - Signalized Intersection,15,Intersection,July,B: Suspected Minor Injury,Bicyclist Ride Out - Signalized  Intersection,2012,Jacksonville,Onslow,No
103506995,No,Friday,Motorist Failed to Yield - Signalized Intersection,7,Intersection,July,C: Possible Injury,Motorist Drive Out - Signalized Intersection,2012,Mooresville,Iredell,No
103508222,No,Sunday,Motorist Left Turn / Merge,8,Intersection,July,B: Suspected Minor Injury,Motorist Left Turn - Opposite Direction,2012,Surf City,Pender,No
103508550,No,Sunday,Motorist Failed to Yield - Sign-Controlled Intersection,12,Intersection,July,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2012,Salisbury,Rowan,No
103508607,No,Sunday,Parallel Paths - Other Circumstances,17,Intersection-Related,July,B: Suspected Minor Injury,Bicyclist Ride Out - Parallel Path,2012,Charlotte,Mecklenburg,No
103508891,No,Sunday,Motorist Failed to Yield - Midblock,8,Non-Intersection,July,C: Possible Injury,Motorist Drive Out - Commercial Driveway / Alley,2012,Kill Devil Hills,Dare,No
103509076,No,Friday,Motorist Overtaking Bicyclist,0,Non-Intersection,July,C: Possible Injury,Motorist Overtaking - Misjudged Space,2012,None - Rural Crash,Forsyth,Yes
103509610,No,Tuesday,Motorist Left Turn / Merge,7,Intersection,July,B: Suspected Minor Injury,Motorist Left Turn - Opposite Direction,2012,Wilmington,New Hanover,No
103509611,No,Thursday,Motorist Failed to Yield - Midblock,11,Non-Intersection,July,C: Possible Injury,Motorist Drive Out - Other Midblock,2012,Wilmington,New Hanover,Yes
103509612,No,Thursday,Motorist Failed to Yield - Midblock,9,Non-Intersection,July,C: Possible Injury,Motorist Drive Out - Commercial Driveway / Alley,2012,High Point,Guilford,No
103509649,No,Saturday,Motorist Failed to Yield - Midblock,11,Non-Intersection,June,O: No Injury,Motorist Drive Out - Commercial Driveway / Alley,2012,Havelock,Craven,No
103510147,No,Friday,Bicyclist Overtaking Motorist,11,Intersection,June,O: No Injury,Bicyclist Overtaking - Other / Unknown,2012,Mooresville,Iredell,No
103510595,Yes,Tuesday,Crossing Paths - Other Circumstances,19,Intersection-Related,June,B: Suspected Minor Injury,Crossing Paths - Uncontrolled Intersection,2012,Oak Island,Brunswick,Yes
103510978,No,Tuesday,Bicyclist Failed to Yield - Signalized Intersection,15,Intersection,July,B: Suspected Minor Injury,Bicyclist Ride Through - Signalized Intersection,2012,Raleigh,Wake,No
103511154,No,Wednesday,Motorist Failed to Yield - Sign-Controlled Intersection,21,Intersection,July,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2012,Cary,Wake,No
103511334,No,Friday,Bicyclist Failed to Yield - Sign-Controlled Intersection,18,Intersection-Related,July,C: Possible Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2012,Greenville,Pitt,No
103511585,No,Wednesday,Bicyclist Failed to Yield - Midblock,22,Non-Intersection,July,B: Suspected Minor Injury,Bicyclist Ride Out - Midblock - Unknown,2012,Alamance,Alamance,No
103511932,No,Friday,Motorist Left Turn / Merge,9,Intersection,July,B: Suspected Minor Injury,Motorist Left Turn - Opposite Direction,2012,Winston-Salem,Forsyth,No
103512504,No,Thursday,Motorist Failed to Yield - Signalized Intersection,1,Intersection,July,B: Suspected Minor Injury,Motorist Drive Through - Signalized Intersection,2012,Wilmington,New Hanover,Yes
103512949,No,Thursday,Bicyclist Left Turn / Merge,3,Intersection,July,B: Suspected Minor Injury,Bicyclist Left Turn - Same Direction,2012,Stanfield,Stanly,Yes
103513117,No,Thursday,Motorist Overtaking Bicyclist,18,Non-Intersection,July,C: Possible Injury,Motorist Overtaking - Misjudged Space,2012,Greenville,Pitt,No
103513241,No,Wednesday,Motorist Overtaking Bicyclist,20,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Other / Unknown,2012,None - Rural Crash,Mitchell,Yes
103513516,No,Friday,Loss of Control / Turning Error,21,Intersection,August,C: Possible Injury,Motorist Turning Error - Left Turn,2012,None - Rural Crash,Bladen,No
103514124,No,Sunday,Bicyclist Failed to Yield - Sign-Controlled Intersection,19,Intersection,August,C: Possible Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2012,Durham,Durham,No
103514259,No,Thursday,Crossing Paths - Other Circumstances,19,Intersection,July,O: No Injury,Crossing Paths - Uncontrolled Intersection,2012,Duck,Dare,No
103514306,No,Tuesday,Motorist Right Turn / Merge,8,Non-Intersection,May,C: Possible Injury,Motorist Right Turn - Same Direction,2012,Garner,Wake,No
103515253,No,Monday,Crossing Paths - Other Circumstances,8,Intersection,July,B: Suspected Minor Injury,Signalized Intersection - Other / Unknown,2012,Rocky Mount,Nash,Yes
103515295,No,Tuesday,Crossing Paths - Other Circumstances,10,Intersection,July,C: Possible Injury,Signalized Intersection - Other / Unknown,2012,Rocky Mount,Nash,No
103515476,No,Friday,Head-On,22,Intersection-Related,July,B: Suspected Minor Injury,Head-On - Bicyclist,2012,Kitty Hawk,Dare,No
103515573,No,Sunday,Non-Roadway,16,Non-Roadway,July,C: Possible Injury,Non-Roadway,2012,Charlotte,Mecklenburg,No
103515675,Yes,Friday,Head-On,15,Non-Intersection,August,B: Suspected Minor Injury,Head-On - Bicyclist,2012,None - Rural Crash,Buncombe,No
103516066,No,Tuesday,Motorist Overtaking Bicyclist,8,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Other / Unknown,2012,None - Rural Crash,Catawba,No
103516110,No,Sunday,Loss of Control / Turning Error,17,Intersection,July,B: Suspected Minor Injury,Bicyclist Lost Control - Mechanical Problems,2012,Hendersonville,Henderson,Yes
103516407,No,Wednesday,Motorist Failed to Yield - Midblock,16,Non-Intersection,August,C: Possible Injury,Motorist Drive Out - Commercial Driveway / Alley,2012,Mooresville,Iredell,No
103516865,No,Sunday,Motorist Overtaking Bicyclist,15,Non-Intersection,July,A: Suspected Serious Injury,Motorist Overtaking - Bicyclist Swerved,2012,None - Rural Crash,Pender,No
103517637,No,Friday,Motorist Overtaking Bicyclist,15,Intersection,July,C: Possible Injury,Motorist Overtaking - Misjudged Space,2012,Enfield,Halifax,No
103518177,No,Monday,Motorist Failed to Yield - Sign-Controlled Intersection,8,Intersection,August,B: Suspected Minor Injury,Motorist Drive Out - Sign-Controlled Intersection,2012,Charlotte,Mecklenburg,No
103518725,No,Sunday,Motorist Overtaking Bicyclist,14,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Bicyclist Swerved,2012,None - Rural Crash,Cumberland,No
103519249,No,Sunday,Motorist Overtaking Bicyclist,17,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Misjudged Space,2012,None - Rural Crash,New Hanover,Yes
103519308,No,Wednesday,Bicyclist Left Turn / Merge,6,Non-Intersection,August,C: Possible Injury,Bicyclist Left Turn - Same Direction,2012,None - Rural Crash,Rockingham,Yes
103519431,No,Thursday,Bicyclist Failed to Yield - Sign-Controlled Intersection,23,Intersection,July,B: Suspected Minor Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2012,Hendersonville,Henderson,No
103519546,No,Friday,Motorist Failed to Yield - Midblock,16,Non-Intersection,August,C: Possible Injury,Motorist Drive Out - Commercial Driveway / Alley,2012,Greenville,Pitt,No
103519686,No,Monday,Motorist Failed to Yield - Sign-Controlled Intersection,17,Intersection,July,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2012,High Point,Guilford,No
103519990,No,Sunday,Motorist Overtaking Bicyclist,12,Non-Intersection,August,B: Suspected Minor Injury,Motorist Overtaking - Other / Unknown,2012,None - Rural Crash,Iredell,No
103520178,No,Thursday,Bicyclist Failed to Yield - Midblock,18,Non-Intersection,August,K: Killed,Bicyclist Ride Out - Commercial Driveway / Alley,2012,None - Rural Crash,Onslow,No
103520338,No,Monday,Bicyclist Failed to Yield - Sign-Controlled Intersection,15,Intersection,July,O: No Injury,Bicyclist Ride Out - Sign-Controlled Intersection,2012,Fayetteville,Cumberland,No
103520388,Yes,Monday,Bicyclist Overtaking Motorist,15,Intersection-Related,August,B: Suspected Minor Injury,Bicyclist Overtaking - Parked Vehicle,2012,Laurinburg,Scotland,No
103521004,No,Monday,Parallel Paths - Other Circumstances,20,Non-Intersection,August,C: Possible Injury,Parallel Paths - Other / Unknown,2012,Charlotte,Mecklenburg,No
103521076,No,Monday,Head-On,18,Non-Intersection,August,B: Suspected Minor Injury,Head-On - Motorist,2012,None - Rural Crash,Iredell,Yes
103521425,No,Tuesday,Crossing Paths - Other Circumstances,14,Intersection,July,C: Possible Injury,Crossing Paths - Uncontrolled Intersection,2012,Sanford,Lee,No
103521429,No,Sunday,Crossing Paths - Other Circumstances,18,Intersection,July,C: Possible Injury,Signalized Intersection - Other / Unknown,2012,Sanford,Lee,No
103521879,No,Monday,Motorist Overtaking Bicyclist,12,Non-Intersection,August,B: Suspected Minor Injury,Motorist Overtaking - Other / Unknown,2012,None - Rural Crash,Iredell,No
103521938,Yes,Monday,Motorist Overtaking Bicyclist,20,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Other / Unknown,2012,None - Rural Crash,Cumberland,No
103522478,No,Tuesday,Motorist Overtaking Bicyclist,10,Non-Intersection,August,B: Suspected Minor Injury,Motorist Overtaking - Other / Unknown,2012,None - Rural Crash,Franklin,No
103522549,No,Saturday,Motorist Left Turn / Merge,7,Intersection,July,B: Suspected Minor Injury,Motorist Left Turn - Opposite Direction,2012,Winston-Salem,Forsyth,No
103522788,No,Wednesday,Bicyclist Failed to Yield - Midblock,17,Non-Intersection,August,C: Possible Injury,Bicyclist Ride Out - Other Midblock,2012,None - Rural Crash,Mecklenburg,No
103522819,No,Thursday,Motorist Overtaking Bicyclist,9,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Other / Unknown,2012,None - Rural Crash,Henderson,No
103522995,No,Monday,Non-Roadway,22,Non-Roadway,August,O: No Injury,Non-Roadway,2012,None - Rural Crash,Onslow,No
103523074,No,Sunday,Motorist Failed to Yield - Midblock,13,Non-Intersection,July,C: Possible Injury,Motorist Drive Out - Commercial Driveway / Alley,2012,Havelock,Craven,No
103523519,No,Thursday,Motorist Left Turn / Merge,14,Intersection,August,C: Possible Injury,Motorist Left Turn - Opposite Direction,2012,Durham,Durham,No
103523553,No,Friday,Loss of Control / Turning Error,11,Intersection,August,C: Possible Injury,Bicyclist Lost Control - Mechanical Problems,2012,Charlotte,Mecklenburg,No
103523803,No,Saturday,Non-Roadway,16,Non-Roadway,August,C: Possible Injury,Non-Roadway,2012,Morrisville,Wake,No
103524538,No,Wednesday,Non-Roadway,15,Non-Roadway,August,O: No Injury,Non-Roadway,2012,Durham,Durham,No
103524726,No,Friday,Bicyclist Failed to Yield - Sign-Controlled Intersection,22,Intersection,August,C: Possible Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2012,Greenville,Pitt,No
103524788,No,Saturday,Motorist Left Turn / Merge,13,Intersection,August,B: Suspected Minor Injury,Motorist Left Turn - Opposite Direction,2012,Wilmington,New Hanover,No
103525083,No,Monday,Motorist Failed to Yield - Sign-Controlled Intersection,10,Intersection,August,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2012,High Point,Guilford,No
103525247,No,Friday,Motorist Failed to Yield - Sign-Controlled Intersection,0,Intersection,August,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2012,Monroe,Union,No
103525559,No,Monday,Motorist Right Turn / Merge,13,Non-Intersection,August,O: No Injury,Motorist Right Turn - Same Direction,2012,Boone,Watauga,No
103525855,No,Sunday,Loss of Control / Turning Error,22,Intersection,August,C: Possible Injury,Motorist Turning Error - Left Turn,2012,Durham,Durham,Yes
103525961,No,Monday,Motorist Failed to Yield - Sign-Controlled Intersection,22,Intersection-Related,July,O: No Injury,Motorist Drive Out - Sign-Controlled Intersection,2012,Greenville,Pitt,No
103526016,No,Friday,Motorist Failed to Yield - Sign-Controlled Intersection,9,Intersection,August,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2012,Asheville,Buncombe,No
103526161,No,Monday,Bicyclist Failed to Yield - Midblock,7,Non-Intersection,August,B: Suspected Minor Injury,Bicyclist Ride Out - Commercial Driveway / Alley,2012,Kernersville,Forsyth,No
103526184,Yes,Tuesday,Motorist Overtaking Bicyclist,1,Non-Intersection,August,K: Killed,Motorist Overtaking - Other / Unknown,2012,Kill Devil Hills,Dare,No
103526435,No,Thursday,Motorist Failed to Yield - Midblock,21,Non-Intersection,July,C: Possible Injury,Motorist Drive Out - Commercial Driveway / Alley,2012,Nags Head,Dare,No
103527038,No,Friday,Crossing Paths - Other Circumstances,16,Intersection-Related,August,O: No Injury,Crossing Paths - Intersection - Other / Unknown,2012,Salisbury,Rowan,No
103527417,No,Friday,Bicyclist Failed to Yield - Sign-Controlled Intersection,12,Intersection,August,B: Suspected Minor Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2012,Greensboro,Guilford,No
103527561,No,Saturday,Motorist Right Turn / Merge,17,Intersection,August,B: Suspected Minor Injury,Motorist Right Turn - Same Direction,2012,Hickory,Catawba,No
103527831,No,Wednesday,Motorist Failed to Yield - Signalized Intersection,12,Intersection,August,C: Possible Injury,Motorist Drive Out - Right Turn on Red,2012,Greensboro,Guilford,No
103527986,No,Friday,Motorist Failed to Yield - Midblock,17,Non-Intersection,August,O: No Injury,Motorist Drive Out - Commercial Driveway / Alley,2012,Durham,Durham,No
103528435,No,Saturday,Motorist Failed to Yield - Signalized Intersection,13,Intersection,August,C: Possible Injury,Motorist Drive Out - Right Turn on Red,2012,Wilmington,New Hanover,No
103528907,No,Friday,Bicyclist Left Turn / Merge,14,Non-Intersection,August,O: No Injury,Bicyclist Left Turn - Same Direction,2012,Mint Hill,Mecklenburg,No
103528969,No,Friday,Motorist Failed to Yield - Sign-Controlled Intersection,13,Intersection,August,O: No Injury,Motorist Drive Out - Sign-Controlled Intersection,2012,Cary,Wake,No
103528980,Yes,Monday,Motorist Overtaking Bicyclist,3,Non-Intersection,August,K: Killed,Motorist Overtaking - Other / Unknown,2012,Raleigh,Wake,No
103529028,No,Thursday,Motorist Left Turn / Merge,20,Intersection,August,B: Suspected Minor Injury,Motorist Left Turn - Opposite Direction,2012,Roanoke Rapids,Halifax,No
103529359,No,Thursday,Crossing Paths - Other Circumstances,15,Intersection,August,C: Possible Injury,Sign-Controlled Intersection - Other / Unknown,2012,Raleigh,Wake,No
103529410,No,Thursday,Motorist Right Turn / Merge,17,Intersection,August,C: Possible Injury,Motorist Right Turn - Same Direction,2012,Greensboro,Guilford,No
103529630,No,Thursday,Motorist Failed to Yield - Signalized Intersection,20,Intersection,August,C: Possible Injury,Motorist Drive Out - Right Turn on Red,2012,Greensboro,Guilford,No
103529774,No,Thursday,Bicyclist Failed to Yield - Midblock,17,Non-Intersection,August,B: Suspected Minor Injury,Bicyclist Ride Out - Residential Driveway,2012,Ramseur,Randolph,No
103529779,No,Friday,Motorist Failed to Yield - Midblock,11,Non-Intersection,August,O: No Injury,Motorist Drive Out - Commercial Driveway / Alley,2012,Durham,Durham,No
103529854,No,Friday,Parallel Paths - Other Circumstances,10,Non-Intersection,August,B: Suspected Minor Injury,Bicyclist Ride Out - Parallel Path,2012,Greensboro,Guilford,No
103529875,No,Friday,Motorist Overtaking Bicyclist,17,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Other / Unknown,2012,None - Rural Crash,Robeson,Yes
103529921,No,Thursday,Crossing Paths - Other Circumstances,21,Intersection,August,C: Possible Injury,Signalized Intersection - Other / Unknown,2012,Greensboro,Guilford,Yes
103530528,No,Friday,Motorist Overtaking Bicyclist,11,Non-Intersection,July,C: Possible Injury,Motorist Overtaking - Other / Unknown,2012,Morehead City,Carteret,No
103530755,Yes,Tuesday,Motorist Overtaking Bicyclist,17,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Other / Unknown,2012,None - Rural Crash,Buncombe,Yes
103530864,No,Monday,Non-Roadway,19,Non-Roadway,May,C: Possible Injury,Non-Roadway,2012,Greensboro,Guilford,No
103531026,Yes,Monday,Bicyclist Failed to Yield - Midblock,19,Non-Intersection,August,A: Suspected Serious Injury,Bicyclist Ride Out - Other Midblock,2012,Raleigh,Wake,No
103531437,No,Friday,Head-On,23,Non-Intersection,August,O: No Injury,Head-On - Bicyclist,2012,Fayetteville,Cumberland,Yes
103531571,No,Friday,Crossing Paths - Other Circumstances,12,Intersection,August,B: Suspected Minor Injury,Crossing Paths - Uncontrolled Intersection,2012,Asheville,Buncombe,No
103531963,No,Monday,Motorist Overtaking Bicyclist,9,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Other / Unknown,2012,None - Rural Crash,Dare,No
103532144,No,Tuesday,Bicyclist Failed to Yield - Signalized Intersection,15,Intersection,August,O: No Injury,Bicyclist Ride Through - Signalized Intersection,2012,Charlotte,Mecklenburg,No
103532149,No,Tuesday,Non-Roadway,14,Non-Roadway,August,O: No Injury,Non-Roadway,2012,Winterville,Pitt,No
103532297,No,Sunday,Bicyclist Failed to Yield - Sign-Controlled Intersection,14,Intersection,August,B: Suspected Minor Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2012,Greensboro,Guilford,No
103532593,No,Friday,Backing Vehicle,17,Intersection-Related,July,O: No Injury,Backing Vehicle,2012,Wilson,Wilson,Yes
103532665,No,Saturday,Bicyclist Failed to Yield - Signalized Intersection,19,Intersection,July,C: Possible Injury,Bicyclist Ride Out - Signalized  Intersection,2012,Wilson,Wilson,No
103532788,No,Thursday,Motorist Failed to Yield - Sign-Controlled Intersection,19,Intersection,August,B: Suspected Minor Injury,Motorist Drive Out - Sign-Controlled Intersection,2012,Wilson,Wilson,No
103532930,No,Saturday,Motorist Failed to Yield - Sign-Controlled Intersection,13,Intersection-Related,August,O: No Injury,Motorist Drive Out - Sign-Controlled Intersection,2012,Wilson,Wilson,No
103533003,No,Wednesday,Backing Vehicle,11,Intersection-Related,August,C: Possible Injury,Backing Vehicle,2012,Wendell,Wake,No
103533507,No,Tuesday,Motorist Failed to Yield - Sign-Controlled Intersection,11,Intersection,July,B: Suspected Minor Injury,Motorist Drive Out - Sign-Controlled Intersection,2012,Wilson,Wilson,No
103533509,No,Sunday,Motorist Failed to Yield - Midblock,19,Non-Intersection,August,B: Suspected Minor Injury,Motorist Drive Out - Commercial Driveway / Alley,2012,Raleigh,Wake,No
103533698,No,Tuesday,Motorist Overtaking Bicyclist,16,Intersection-Related,April,C: Possible Injury,Motorist Overtaking - Misjudged Space,2012,Greensboro,Guilford,No
103533758,No,Wednesday,Bicyclist Failed to Yield - Sign-Controlled Intersection,9,Intersection,August,C: Possible Injury,Bicyclist Ride Out - Sign-Controlled Intersection,2012,Durham,Durham,No
103533937,No,Wednesday,Bicyclist Failed to Yield - Sign-Controlled Intersection,17,Intersection,August,C: Possible Injury,Bicyclist Ride Out - Sign-Controlled Intersection,2012,Burlington,Alamance,Yes
103534081,No,Friday,Motorist Failed to Yield - Signalized Intersection,8,Intersection,August,C: Possible Injury,Motorist Drive Out - Signalized Intersection,2012,Raleigh,Wake,No
103536328,No,Monday,Crossing Paths - Other Circumstances,14,Non-Intersection,May,C: Possible Injury,Crossing Paths - Midblock - Other / Unknown,2012,Greensboro,Guilford,Yes
103536337,No,Wednesday,Loss of Control / Turning Error,23,Intersection,August,B: Suspected Minor Injury,Bicyclist Lost Control - Other / Unknown,2012,Asheville,Buncombe,No
103536410,No,Tuesday,Bicyclist Left Turn / Merge,23,Non-Intersection,August,B: Suspected Minor Injury,Bicyclist Left Turn - Same Direction,2012,Raleigh,Wake,Yes
103536448,No,Tuesday,Bicyclist Overtaking Motorist,12,Intersection-Related,August,B: Suspected Minor Injury,Bicyclist Overtaking - Passing on Right,2012,Chapel Hill,Orange,No
103536483,No,Sunday,Loss of Control / Turning Error,9,Non-Intersection,August,B: Suspected Minor Injury,Bicyclist Lost Control - Mechanical Problems,2012,Kannapolis,Rowan,No
103536484,No,Sunday,Bicyclist Failed to Yield - Midblock,18,Non-Intersection,August,B: Suspected Minor Injury,Bicyclist Ride Out - Other Midblock,2012,Asheville,Buncombe,No
103536490,No,Tuesday,Motorist Failed to Yield - Midblock,8,Non-Intersection,July,B: Suspected Minor Injury,Motorist Drive Out - Commercial Driveway / Alley,2012,Madison,Rockingham,No
103536611,No,Friday,Motorist Overtaking Bicyclist,5,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Misjudged Space,2012,Raleigh,Wake,No
103536951,No,Monday,Motorist Overtaking Bicyclist,15,Non-Intersection,September,B: Suspected Minor Injury,Motorist Overtaking - Bicyclist Swerved,2012,None - Rural Crash,Bertie,No
103537135,No,Sunday,Motorist Failed to Yield - Signalized Intersection,18,Intersection,May,B: Suspected Minor Injury,Motorist Drive Out - Right Turn on Red,2012,Greensboro,Guilford,No
103537449,No,Monday,Bicyclist Left Turn / Merge,18,Intersection,August,B: Suspected Minor Injury,Bicyclist Left Turn - Opposite Direction,2012,Wilmington,New Hanover,Yes
103537474,No,Sunday,Motorist Overtaking Bicyclist,10,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Misjudged Space,2012,None - Rural Crash,Alamance,Yes
103537920,No,Wednesday,Bicyclist Failed to Yield - Signalized Intersection,21,Intersection,September,B: Suspected Minor Injury,Bicyclist Ride Through - Signalized Intersection,2012,Greensboro,Guilford,No
103537965,Yes,Wednesday,Motorist Overtaking Bicyclist,21,Intersection-Related,September,B: Suspected Minor Injury,Motorist Overtaking - Other / Unknown,2012,None - Rural Crash,Gaston,No
103538030,No,Wednesday,Crossing Paths - Other Circumstances,12,Intersection,August,C: Possible Injury,Signalized Intersection - Other / Unknown,2012,Asheville,Buncombe,No
103538078,No,Thursday,Crossing Paths - Other Circumstances,16,Intersection,August,O: No Injury,Signalized Intersection - Other / Unknown,2012,Greenville,Pitt,No
103538110,No,Sunday,Bicyclist Failed to Yield - Sign-Controlled Intersection,14,Intersection,August,C: Possible Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2012,Southern Pines,Moore,No
103538250,No,Wednesday,Bicyclist Failed to Yield - Signalized Intersection,12,Intersection,August,C: Possible Injury,Bicyclist Ride Through - Signalized Intersection,2012,Goldsboro,Wayne,No
103538509,No,Monday,Motorist Overtaking Bicyclist,21,Non-Intersection,July,C: Possible Injury,Motorist Overtaking - Other / Unknown,2012,Winterville,Pitt,Yes
103538585,No,Tuesday,Bicyclist Failed to Yield - Midblock,18,Non-Intersection,March,B: Suspected Minor Injury,Bicyclist Ride Out - Midblock - Unknown,2012,Rocky Mount,Nash,No
