CrashID,BikeAge,BikeAgeGrp,BikeAlcDrg,BikeAlcFlg,BikeDir,BikeInjury,BikePos,BikeRace,BikeSex,DrvrAge,DrvrAgeGrp,DrvrAlcDrg,DrvrAlcFlg,DrvrInjury,DrvrRace,DrvrSex,DrvrVehTyp
103424402,52,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,40,40-49,No,No,O: No Injury,White,Male,Pickup
103424579,14,15-Nov,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Female,33,30-39,No,No,O: No Injury,Black,Female,Sport Utility
103424800,30,30-39,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,40,40-49,No,No,O: No Injury,Black,Female,Sport Utility
103424832,16,16-19,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,999,Unknown,Unknown,Unknown,Unknown Injury,Unknown/Missing,Unknown,Unknown
103424994,7,06-Oct,No,No,Not Applicable,B: Suspected Minor Injury,Non-Roadway,Hispanic,Male,34,30-39,No,No,O: No Injury,White,Female,Passenger Car
103425442,46,40-49,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,65,60-69,No,No,O: No Injury,White,Male,Pickup
103425622,18,16-19,No,No,Not Applicable,C: Possible Injury,Non-Roadway,Black,Male,46,40-49,No,No,C: Possible Injury,Black,Female,Passenger Car
103425849,31,30-39,No,No,Facing Traffic,O: No Injury,Travel Lane,Black,Male,33,30-39,No,No,O: No Injury,Black,Male,Passenger Car
103426088,21,20-24,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,34,30-39,No,No,O: No Injury,White,Male,Sport Utility
103426529,66,60-69,No,No,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103426647,38,30-39,No,No,With Traffic,K: Killed,Travel Lane,White,Female,33,30-39,No,No,O: No Injury,White,Female,Sport Utility
103427151,23,20-24,Unknown,Unknown,With Traffic,B: Suspected Minor Injury,Bike Lane / Paved Shoulder,White,Male,999,Unknown,Unknown,Unknown,Unknown Injury,Unknown/Missing,Unknown,Unknown
103427311,40,40-49,No,No,Facing Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103427453,60,60-69,No,No,With Traffic,C: Possible Injury,Travel Lane,Hispanic,Male,51,50-59,No,No,O: No Injury,Black,Female,Passenger Car
103427456,7,06-Oct,No,No,Facing Traffic,B: Suspected Minor Injury,Travel Lane,Black,Female,71,70+,No,No,O: No Injury,White,Male,"Single Unit Truck (2-Axle, 6-Tire)"
103427711,27,25-29,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,26,25-29,No,No,O: No Injury,White,Female,Passenger Car
103427972,57,50-59,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,61,60-69,No,No,O: No Injury,White,Female,Sport Utility
103427983,11,15-Nov,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,27,25-29,No,No,O: No Injury,Black,Male,Passenger Car
103428264,12,15-Nov,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,72,70+,No,No,O: No Injury,White,Male,Van
103428353,83,70+,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,42,40-49,No,No,O: No Injury,White,Female,Sport Utility
103428592,53,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,19,0-19,No,No,O: No Injury,Black,Female,Passenger Car
103429446,16,16-19,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Female,42,40-49,No,No,O: No Injury,Black,Male,Passenger Car
103429678,26,25-29,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,40,40-49,No,No,O: No Injury,White,Female,Passenger Car
103429999,28,25-29,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,51,50-59,No,No,O: No Injury,Black,Male,Sport Utility
103430455,43,40-49,No,No,Unknown,C: Possible Injury,Unknown,White,Female,56,50-59,No,No,O: No Injury,White,Female,Sport Utility
103430457,48,40-49,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,46,40-49,No,No,O: No Injury,White,Female,Passenger Car
103430497,57,50-59,No,No,With Traffic,B: Suspected Minor Injury,Bike Lane / Paved Shoulder,White,Male,34,30-39,No,No,O: No Injury,White,Male,Passenger Car
103430583,13,15-Nov,No,No,Facing Traffic,C: Possible Injury,Travel Lane,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103430794,45,40-49,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,22,20-24,No,No,O: No Injury,Black,Female,Passenger Car
103431124,42,40-49,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
103431162,19,16-19,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,36,30-39,No,No,O: No Injury,White,Male,Passenger Car
103431921,11,15-Nov,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Female,48,40-49,No,No,Unknown Injury,Black,Male,Passenger Car
103431977,15,15-Nov,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Hispanic,Male,19,0-19,No,No,O: No Injury,Native American,Female,Passenger Car
103432348,9,06-Oct,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,74,70+,No,No,O: No Injury,White,Female,Passenger Car
103432352,49,40-49,No,No,Facing Traffic,C: Possible Injury,Travel Lane,White,Male,60,60-69,No,No,O: No Injury,Black,Female,Sport Utility
103432831,53,50-59,"Yes-Alcohol, impairment suspected",Yes,With Traffic,C: Possible Injury,Travel Lane,Black,Male,79,70+,No,No,O: No Injury,White,Male,Pickup
103433186,17,16-19,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,17,0-19,No,No,O: No Injury,Black,Male,Passenger Car
103433392,44,40-49,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,22,20-24,No,No,O: No Injury,White,Male,Passenger Car
103433677,20,20-24,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Female,63,60-69,No,No,O: No Injury,Black,Male,Pickup
103433988,67,60-69,Unknown,Unknown,With Traffic,C: Possible Injury,Travel Lane,Black,Male,18,0-19,No,No,O: No Injury,White,Male,Pickup
103433998,28,25-29,No,No,With Traffic,C: Possible Injury,Bike Lane / Paved Shoulder,Asian,Male,21,20-24,No,No,O: No Injury,White,Female,Passenger Car
103434019,17,16-19,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,29,25-29,No,No,O: No Injury,Black,Male,Passenger Car
103434287,29,25-29,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,48,40-49,No,No,O: No Injury,White,Female,Passenger Car
103434459,47,40-49,Unknown,Unknown,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Male,56,50-59,No,No,O: No Injury,White,Male,Pickup
103434889,45,40-49,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,59,50-59,No,No,O: No Injury,White,Female,Passenger Car
103435762,999,Unknown,Unknown,Unknown,With Traffic,Unknown Injury,Travel Lane,Unknown/Missing,Unknown,40,40-49,No,No,O: No Injury,White,Female,Passenger Car
103435975,13,15-Nov,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Female,43,40-49,No,No,O: No Injury,White,Female,Passenger Car
103436076,51,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Female,36,30-39,No,No,O: No Injury,White,Female,Passenger Car
103436556,19,16-19,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,42,40-49,No,No,O: No Injury,White,Male,Police
103436629,26,25-29,No,No,With Traffic,B: Suspected Minor Injury,Bike Lane / Paved Shoulder,White,Female,53,50-59,No,No,O: No Injury,White,Male,Passenger Car
103436755,49,40-49,"Yes-Alcohol, impairment suspected",Yes,With Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,66,60-69,No,No,O: No Injury,White,Male,Passenger Car
103436876,42,40-49,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,39,30-39,No,No,O: No Injury,White,Male,Passenger Car
103437139,42,40-49,No,No,With Traffic,O: No Injury,Travel Lane,White,Male,38,30-39,No,No,O: No Injury,White,Female,Sport Utility
103437445,42,40-49,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,24,20-24,No,No,O: No Injury,Hispanic,Male,Passenger Car
103437753,50,50-59,No,No,Not Applicable,C: Possible Injury,Non-Roadway,White,Male,56,50-59,No,No,O: No Injury,White,Female,Passenger Car
103437756,49,40-49,No,No,Not Applicable,B: Suspected Minor Injury,Travel Lane,Black,Male,28,25-29,No,No,O: No Injury,Hispanic,Female,Passenger Car
103437874,54,50-59,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,32,30-39,No,No,O: No Injury,Black,Male,Pickup
103437907,18,16-19,No,No,Facing Traffic,B: Suspected Minor Injury,Travel Lane,Black,Female,42,40-49,No,No,O: No Injury,Hispanic,Male,Pickup
103438095,35,30-39,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Female,49,40-49,No,No,O: No Injury,Black,Male,Passenger Car
103438173,14,15-Nov,No,No,Not Applicable,B: Suspected Minor Injury,Driveway / Alley,White,Male,67,60-69,No,No,O: No Injury,White,Male,Sport Utility
103438824,20,20-24,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,46,40-49,No,No,O: No Injury,Black,Male,Passenger Car
103438976,24,20-24,No,No,Facing Traffic,O: No Injury,Travel Lane,White,Male,27,25-29,No,No,O: No Injury,Hispanic,Male,Passenger Car
103439062,999,Unknown,Missing,Missing,With Traffic,Unknown Injury,Travel Lane,Unknown/Missing,Unknown,87,70+,No,No,O: No Injury,White,Male,Passenger Car
103439285,15,15-Nov,No,No,With Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,Unknown/Missing,Male,49,40-49,No,No,O: No Injury,Black,Female,Passenger Car
103439349,51,50-59,No,No,Not Applicable,B: Suspected Minor Injury,Travel Lane,Hispanic,Male,35,30-39,No,No,O: No Injury,Black,Female,Passenger Car
103439730,53,50-59,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Male,24,20-24,No,No,O: No Injury,Other,Female,Sport Utility
103439735,10,06-Oct,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Hispanic,Male,17,0-19,No,No,O: No Injury,Black,Male,Sport Utility
103440395,9,06-Oct,No,No,With Traffic,O: No Injury,Travel Lane,Black,Male,61,60-69,No,No,O: No Injury,Black,Male,Van
103440562,39,30-39,No,No,With Traffic,O: No Injury,Travel Lane,White,Male,59,50-59,No,No,O: No Injury,Black,Male,Commercial Bus
103440794,25,25-29,No,No,Unknown,C: Possible Injury,Travel Lane,Black,Male,999,Unknown,Unknown,Unknown,Unknown Injury,Unknown/Missing,Unknown,Unknown
103440818,62,60-69,No,No,Facing Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,26,25-29,No,No,O: No Injury,White,Female,Passenger Car
103440881,38,30-39,No,No,With Traffic,B: Suspected Minor Injury,Bike Lane / Paved Shoulder,White,Male,39,30-39,"Yes-Alcohol, impairment suspected",Yes,O: No Injury,White,Female,Van
103441683,999,Unknown,Unknown,Unknown,With Traffic,Unknown Injury,Travel Lane,Unknown/Missing,Unknown,38,30-39,No,No,O: No Injury,White,Female,Van
103441849,65,60-69,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,62,60-69,No,No,O: No Injury,Black,Female,Passenger Car
103442189,19,16-19,No,No,Facing Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,60,60-69,No,No,O: No Injury,White,Male,Pickup
103442273,7,06-Oct,No,No,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,50,50-59,No,No,C: Possible Injury,Black,Male,Passenger Car
103442296,13,15-Nov,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103442478,52,50-59,"Yes-Alcohol, impairment suspected",Yes,Facing Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,26,25-29,No,No,O: No Injury,White,Male,Pickup
103442576,15,15-Nov,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,82,70+,No,No,O: No Injury,White,Male,Pickup
103443048,54,50-59,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,55,50-59,No,No,O: No Injury,White,Male,Passenger Car
103443548,53,50-59,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Female,28,25-29,No,No,O: No Injury,White,Female,Sport Utility
103443789,19,16-19,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Asian,Male,26,25-29,No,No,O: No Injury,White,Male,Sport Utility
103444118,9,06-Oct,No,No,Not Applicable,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,59,50-59,No,No,O: No Injury,White,Female,Sport Utility
103444246,999,Unknown,Missing,Missing,Facing Traffic,Unknown Injury,Travel Lane,Unknown/Missing,Unknown,27,25-29,No,No,O: No Injury,White,Male,Passenger Car
103444370,21,20-24,No,No,Facing Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103444686,50,50-59,No,No,With Traffic,B: Suspected Minor Injury,Bike Lane / Paved Shoulder,White,Male,33,30-39,"Yes-Alcohol, impairment suspected",Yes,O: No Injury,Hispanic,Male,Pickup
103444707,14,15-Nov,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Female,51,50-59,No,No,O: No Injury,White,Female,Sport Utility
103444721,30,30-39,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,48,40-49,No,No,B: Suspected Minor Injury,White,Male,Motorcycle
103444913,52,50-59,No,No,Not Applicable,B: Suspected Minor Injury,Unknown,White,Female,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103445012,47,40-49,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,55,50-59,No,No,O: No Injury,Black,Female,Passenger Car
103445132,51,50-59,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,33,30-39,No,No,O: No Injury,White,Male,Pickup
103445189,16,16-19,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Female,49,40-49,No,No,O: No Injury,Black,Male,Passenger Car
103445354,20,20-24,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,44,40-49,No,No,O: No Injury,White,Male,Passenger Car
103445377,15,15-Nov,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,46,40-49,No,No,O: No Injury,Black,Male,Pickup
103445550,55,50-59,No,No,Facing Traffic,C: Possible Injury,Bike Lane / Paved Shoulder,Black,Male,24,20-24,No,No,O: No Injury,Hispanic,Female,Passenger Car
103445616,46,40-49,Missing,Missing,With Traffic,C: Possible Injury,Travel Lane,White,Male,23,20-24,No,No,O: No Injury,White,Female,Passenger Car
103445858,20,20-24,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Female,43,40-49,No,No,O: No Injury,White,Female,Passenger Car
103445927,49,40-49,"Yes-Alcohol, impairment suspected",Yes,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,57,50-59,No,No,O: No Injury,White,Female,Passenger Car
103446278,40,40-49,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,23,20-24,No,No,O: No Injury,White,Male,Passenger Car
103446355,36,30-39,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,71,70+,No,No,O: No Injury,White,Female,Passenger Car
103446494,32,30-39,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,21,20-24,No,No,O: No Injury,White,Female,Passenger Car
103446703,30,30-39,No,No,Facing Traffic,K: Killed,Travel Lane,Black,Male,64,60-69,"Yes-Drugs, impairment suspected",No,O: No Injury,Black,Female,Passenger Car
103447447,10,06-Oct,No,No,Not Applicable,O: No Injury,Non-Roadway,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Pickup
103447639,12,15-Nov,No,No,Not Applicable,C: Possible Injury,Travel Lane,Black,Male,20,20-24,No,No,O: No Injury,Hispanic,Male,Passenger Car
103448189,50,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103448271,59,50-59,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,46,40-49,No,No,O: No Injury,White,Female,Passenger Car
103448579,72,70+,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,58,50-59,No,No,O: No Injury,White,Male,Passenger Car
103448843,12,15-Nov,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,18,0-19,No,No,O: No Injury,White,Male,Passenger Car
103449173,47,40-49,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,18,0-19,No,No,O: No Injury,White,Male,Sport Utility
103449249,23,20-24,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,32,30-39,No,No,O: No Injury,Black,Female,Passenger Car
103449421,46,40-49,"Yes-Alcohol, impairment suspected",Yes,Unknown,C: Possible Injury,Unknown,Black,Female,20,20-24,No,No,O: No Injury,Black,Male,Passenger Car
103449422,10,06-Oct,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,27,25-29,No,No,O: No Injury,White,Female,Passenger Car
103449770,59,50-59,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,21,20-24,No,No,O: No Injury,Black,Female,Passenger Car
103449883,22,20-24,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103449894,64,60-69,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,18,0-19,No,No,O: No Injury,White,Male,Pickup
103449946,69,60-69,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,20,20-24,No,No,O: No Injury,White,Male,Passenger Car
103450084,20,20-24,No,No,Facing Traffic,Unknown Injury,Travel Lane,Black,Male,39,30-39,Unknown,Unknown,O: No Injury,Black,Male,Van
103450317,33,30-39,No,No,With Traffic,C: Possible Injury,Unknown,Hispanic,Male,43,40-49,No,No,O: No Injury,White,Female,Passenger Car
103450452,49,40-49,No,No,With Traffic,C: Possible Injury,Bike Lane / Paved Shoulder,White,Male,58,50-59,No,No,O: No Injury,White,Female,Passenger Car
103450508,18,16-19,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Female,61,60-69,No,No,O: No Injury,Black,Male,Pickup
103450529,42,40-49,No,No,Facing Traffic,B: Suspected Minor Injury,Travel Lane,Hispanic,Male,60,60-69,No,No,O: No Injury,White,Male,Passenger Car
103451617,22,20-24,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Hispanic,Male,19,0-19,No,No,O: No Injury,White,Female,Sport Utility
103451830,18,16-19,No,No,With Traffic,B: Suspected Minor Injury,Bike Lane / Paved Shoulder,White,Female,999,Unknown,Unknown,Unknown,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
103451891,15,15-Nov,No,No,Facing Traffic,C: Possible Injury,Travel Lane,White,Male,60,60-69,No,No,O: No Injury,White,Female,Passenger Car
103451943,11,15-Nov,No,No,Not Applicable,B: Suspected Minor Injury,Driveway / Alley,Black,Male,17,0-19,No,No,O: No Injury,White,Male,Passenger Car
103452266,4,0-5,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,Hispanic,Male,25,25-29,No,No,O: No Injury,Black,Female,Sport Utility
103452759,64,60-69,No,No,Not Applicable,B: Suspected Minor Injury,Unknown,White,Male,49,40-49,No,No,O: No Injury,White,Male,Sport Utility
103452829,27,25-29,No,No,Facing Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,38,30-39,No,No,O: No Injury,White,Male,Pickup
103452940,15,15-Nov,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,26,25-29,No,No,O: No Injury,White,Female,Sport Utility
103453078,32,30-39,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,21,20-24,No,No,O: No Injury,Black,Female,Passenger Car
103453246,21,20-24,No,No,Unknown,C: Possible Injury,Unknown,Black,Male,33,30-39,No,No,O: No Injury,Black,Male,Passenger Car
103453733,9,06-Oct,No,No,Not Applicable,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Female,27,25-29,No,No,O: No Injury,White,Male,Passenger Car
103453766,9,06-Oct,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,51,50-59,No,No,O: No Injury,White,Female,Sport Utility
103454198,16,16-19,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,61,60-69,No,No,O: No Injury,White,Female,Passenger Car
103454504,60,60-69,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,16,0-19,No,No,O: No Injury,White,Male,Pickup
103454726,31,30-39,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,47,40-49,No,No,O: No Injury,Black,Male,Passenger Car
103454872,999,Unknown,Missing,Missing,With Traffic,Unknown Injury,Travel Lane,Unknown/Missing,Unknown,31,30-39,No,No,O: No Injury,Black,Male,Passenger Car
103455009,42,40-49,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,60,60-69,No,No,O: No Injury,White,Male,Passenger Car
103455268,52,50-59,No,No,Facing Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,24,20-24,No,No,O: No Injury,Hispanic,Female,Passenger Car
103455437,31,30-39,Unknown,Unknown,With Traffic,C: Possible Injury,Travel Lane,White,Female,999,Unknown,Unknown,Unknown,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
103455855,47,40-49,No,No,Facing Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,33,30-39,No,No,O: No Injury,White,Female,Passenger Car
103455885,39,30-39,"Yes-Alcohol, impairment suspected",Yes,Facing Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,Hispanic,Male,41,40-49,No,No,O: No Injury,White,Male,Pickup
103455949,9,06-Oct,No,No,Not Applicable,B: Suspected Minor Injury,Non-Roadway,White,Male,76,70+,No,No,O: No Injury,Black,Female,Sport Utility
103456058,56,50-59,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,26,25-29,No,No,C: Possible Injury,White,Male,Sport Utility
103456364,36,30-39,"Yes-Alcohol, impairment detected",Yes,With Traffic,C: Possible Injury,Travel Lane,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
103456989,60,60-69,No,No,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,44,40-49,No,No,O: No Injury,Asian,Female,Van
103457407,19,16-19,No,No,Facing Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,23,20-24,No,No,O: No Injury,White,Female,Sport Utility
103457478,35,30-39,No,No,With Traffic,C: Possible Injury,Bike Lane / Paved Shoulder,White,Male,22,20-24,"Yes-Alcohol, impairment detected",Yes,O: No Injury,White,Male,Unknown
103457560,23,20-24,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Hispanic,Female,"Light Truck (Mini-Van, Panel)"
103457572,13,15-Nov,No,No,Unknown,B: Suspected Minor Injury,Unknown,Hispanic,Male,40,40-49,No,No,O: No Injury,Black,Female,Passenger Car
103457672,58,50-59,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,17,0-19,No,No,O: No Injury,White,Male,Sport Utility
103457986,29,25-29,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Female,38,30-39,No,No,O: No Injury,Black,Female,Sport Utility
103458392,22,20-24,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Other,Male,48,40-49,No,No,O: No Injury,White,Female,Passenger Car
103459264,54,50-59,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,18,0-19,No,No,O: No Injury,White,Female,Passenger Car
103459457,58,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,76,70+,No,No,O: No Injury,White,Female,Passenger Car
103460048,45,40-49,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Female,73,70+,No,No,O: No Injury,White,Female,Passenger Car
103460670,20,20-24,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,28,25-29,No,No,O: No Injury,White,Male,Single Unit Truck (3 Or More Axles)
103460806,13,15-Nov,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,Black,Male,44,40-49,No,No,O: No Injury,Black,Female,Van
103460831,46,40-49,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,57,50-59,No,No,O: No Injury,White,Female,Passenger Car
103460981,15,15-Nov,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Male,32,30-39,No,No,O: No Injury,White,Male,Pickup
103461043,21,20-24,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,Black,Male,26,25-29,No,No,O: No Injury,Black,Female,Passenger Car
103461220,60,60-69,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,44,40-49,No,No,O: No Injury,White,Male,Passenger Car
103461361,20,20-24,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,50,50-59,No,No,O: No Injury,White,Male,Passenger Car
103461616,60,60-69,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Female,46,40-49,No,No,O: No Injury,White,Male,Single Unit Truck (3 Or More Axles)
103461961,28,25-29,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,88,70+,No,No,O: No Injury,White,Female,Passenger Car
103462058,48,40-49,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,41,40-49,No,No,O: No Injury,White,Male,Passenger Car
103462298,28,25-29,No,No,Facing Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,26,25-29,No,No,O: No Injury,Black,Female,Passenger Car
103462634,13,15-Nov,No,No,Facing Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,44,40-49,No,No,O: No Injury,White,Female,Van
103462761,3,0-5,No,No,Not Applicable,O: No Injury,Non-Roadway,Black,Male,34,30-39,No,No,O: No Injury,Black,Male,Passenger Car
103463748,44,40-49,No,No,Facing Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,Hispanic,Male,88,70+,No,No,O: No Injury,White,Male,Passenger Car
103464288,20,20-24,No,No,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Asian,Male,20,20-24,No,No,O: No Injury,White,Female,Passenger Car
